Open,High,Low,Close,Adj Close,Volume,ticker
97.0,101.87999725341797,96.75,101.80999755859375,101.80999755859375,2154800,SEDG
100.83999633789062,103.5999984741211,100.0199966430664,102.37999725341797,102.37999725341797,1016500,SEDG
101.37000274658203,101.87999725341797,98.63500213623047,99.62999725341797,99.62999725341797,970800,SEDG
100.0,102.02999877929688,97.69999694824219,101.79000091552734,101.79000091552734,834900,SEDG
101.19000244140625,105.68000030517578,101.19000244140625,104.16000366210938,104.16000366210938,1041300,SEDG
105.4000015258789,105.5999984741211,101.2300033569336,102.73999786376953,102.73999786376953,1030600,SEDG
103.2300033569336,106.11000061035156,103.0999984741211,104.5199966430664,104.5199966430664,1119000,SEDG
105.11000061035156,106.13999938964844,102.72000122070312,103.08000183105469,103.08000183105469,875000,SEDG
103.37000274658203,104.62000274658203,101.01000213623047,104.0199966430664,104.0199966430664,741400,SEDG
104.38999938964844,105.5,102.86499786376953,103.61000061035156,103.61000061035156,558400,SEDG
104.31999969482422,104.98999786376953,100.41999816894531,102.69999694824219,102.69999694824219,1121500,SEDG
102.9000015258789,105.5999984741211,102.0999984741211,104.75,104.75,652700,SEDG
105.06999969482422,108.80999755859375,103.91000366210938,107.52999877929688,107.52999877929688,1102600,SEDG
108.3499984741211,108.94999694824219,106.55000305175781,108.45999908447266,108.45999908447266,639000,SEDG
108.38999938964844,110.82499694824219,106.77999877929688,108.7300033569336,108.7300033569336,768500,SEDG
109.98999786376953,112.98999786376953,109.41000366210938,110.12999725341797,110.12999725341797,950000,SEDG
105.0,105.0,96.0,96.25,96.25,2811700,SEDG
99.26000213623047,103.87000274658203,97.66999816894531,103.36000061035156,103.36000061035156,1484700,SEDG
103.75,105.4000015258789,102.29000091552734,102.70999908447266,102.70999908447266,1152500,SEDG
102.01000213623047,103.69999694824219,100.3499984741211,103.22000122070312,103.22000122070312,786100,SEDG
103.0199966430664,103.05000305175781,96.5,97.86000061035156,97.86000061035156,1086200,SEDG
